Branch,Job Role,Course Name,Platform,Course Link
Information Technology,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Information Technology,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Information Technology,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Information Technology,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Information Technology,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Information Technology,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Information Technology,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Electrical Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Electrical Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Electrical Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Electrical Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Electrical Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Electrical Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Electrical Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Electrical Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Electrical Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Electrical Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Electrical Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Electrical Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Electrical Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Electrical Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Electrical Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Electrical Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Electrical Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Electrical Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Electrical Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Electrical Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Electrical Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Electrical Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Electrical Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Electrical Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Electrical Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Electrical Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Electrical Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
