Aishe Code,Name,State,Website
C-70581,"rajkiya engineering college , basti",Uttar Pradesh,https://www.recbasti.com
C-46060,rajkiya engineering college bijnor,Uttar Pradesh,https://www.recb.ac.in
C-70576,rajkiya engineering college gonda,Uttar Pradesh,https://www.recgonda.ac.in
C-62087,"rajkiya engineering college, kannauj",Uttar Pradesh,https://www.reck.ac.in
C-62079,rajkiya engineering college mainpuri,Uttar Pradesh,http://recmainpuri.in
C-70580,rajkiya engineering college mirzapur,Uttar Pradesh,https://www.sarecmzp.ac.in/
C-70721,rajkiya engineering college pratapgarh,Uttar Pradesh,https://www.aktu.ac.in
C-61983,rajkiya engineering college sonbhadra,Uttar Pradesh,https://recsonbhadra.ac.in
C-46385,"raj kumar goel institute of technology, ghaziabad",Uttar Pradesh,https://www.rkgit.edu.in
C-71757,"rajkumar goel institute of technology, ghaziabad up",Uttar Pradesh,https://www.bbarkgit.co.in
C-46726,"rakshpal bahadur college of engineering and technology, bareilly",Uttar Pradesh,https://www.rbmi.in
C-18065,ramachandra college of engineering,Andhra Pradesh,https://www.rcee.ac.in
C-42753,"ramchandra chandravansi institute of technology,bishrampur",Jharkhand,https://www.rcitbishrampur.com
C-49144,ramco institute of technology,Tamil Nadu,https://www.ritrjpm.ac.in
C-48667,ram-eesh institute of engineering & technology,Uttar Pradesh,https://www.rameeshinstitutions.org
C-48611,ramgarh engineering college (estd. by govt. of jharkhand & run by techno india under ppp),Jharkhand,https://www.ramgarhengg.edu.in/
C-44421,"ramgovind institute of technology, koderma",Jharkhand,https://www.rgc.edu.in
C-55634,ramkrishna mahato government engineering college purulia 350,West Bengal,https://rkmgec.ac.in
C-16613,ranippettai engineering college,Tamil Nadu,https://ranippettaiengineeringcollege.com/
C-1396,"rao bahaddur y mahabaleshwarappa  engineering college, bellary",Karnataka,https://www.rymec.edu.in
C-58734,"rao birender singh state institute of engineering and technology , zainabad",Haryana,https://www.rbssietrewari.ac.in
C-28485,rao pahlad singh college of engineering & technology,Haryana,https://www.rpsinstitutions.org
C-55747,rashtrakavi ramdhari singh dinkar college of engineering,Bihar,https://rrsdcebgs.ac.in
C-76520,rathinam institute of technology,Karnataka,https://rathinamcollege.in
C-26901,"ravindra college of engineering for women, kurnool",Andhra Pradesh,https://www.recw.ac.in
C-28499,rawal instt. of engineering & technology,Haryana,https://www.rawalinstitutions.com
C-25775,rbvrr institute of technology,Telangana,https://rbvrrit.com
C-32849,r.c. institute of technology,Delhi,https://www.rcitindia.org.in
C-46136,"r.d.engineering college, duhai, ghaziabad",Uttar Pradesh,https://rdec.in
C-49294,"r.d.engineering college research centre,ghaziabad",Uttar Pradesh,https://rdec.in
C-45259,rengnayahi varatharaj college of engineering,Tamil Nadu,https://www.rvce.ac.in
C-53804,resonance institute of technology,Madhya Pradesh,https://kn24india.com
C-36223,"rewa engineering college,  university road, rewa  - 486001",Madhya Pradesh,https://recrewa.ac.in
C-46420,"rishi institute of engineering and technology, meerut",Uttar Pradesh,https://www.riet.co.in
C-19737,rishi m.s. institute of engineering & technology for women,Telangana,https://www.rishimsengg.ac.in
C-29813,"rishiraj institute of technology village revati, sanwer road,indore",Madhya Pradesh,https://www.lnctgroup.in/lncts-indore
C-17900,"rk college of engineering, navepothavaram(v),kethanakonda, ibrahimpatnam,pin-521456,(cc-mc)",Andhra Pradesh,https://www.rkce.ac.in
C-36121,"r.k.d.f. college of engineering, village jatkhedi, nh-12, misrod, bhopal",Madhya Pradesh,https://www.bhabhauniversity.edu.in/
C-1275,"r l jalappa institute of technology, doddaballapura",Karnataka,https://www.rljit.in
C-16527,r.m.d engineering college,Tamil Nadu,https://www.rmd.ac.in
C-16553,r.m. engineering college,Tamil Nadu,https://www.rmengineeringcollege.com
C-16497,r m k college of engineering and technology,Tamil Nadu,https://www.rmkcet.ac.in
C-16614,r.m.k engineering college,Tamil Nadu,https://www.rmkec.ac.in
C-20,"r.n.g. patel institute of technology, bardoli ",Gujarat,https://www.rngpit.ac.in
C-1332,"r n s institute of technology, bangalore",Karnataka,https://www.rnsit.ac.in
C-25010,roever engineering college,Tamil Nadu,http://www.roeverengg.edu.in
C-48273,rohini college of engineering and technology,Tamil Nadu,https://www.rcet.org.in
C-30113,"roland institute of technology (rit), berhampur",Odisha,https://www.roland.ac.in
C-21318,roorkee college of engineering,Uttarakhand,https://www.rceroorkee.in
C-8064,"royal college of engineering & technology, akkikavu,thrissur",Kerala,https://www.royalcet.ac.in
C-10549,r.p. indraprastha institute of technology,Haryana,https://www.rpiit.com
C-37026,r p sarathy institute of technology,Tamil Nadu,https://www.rpsit.ac.in
C-43571,r.p. sharma institute of technology,Bihar,https://www.rpsit.org
C-16622,rrase college of engineering,Tamil Nadu,https://www.rrase.com
C-1378,"r r institute of technology, bangalore",Karnataka,https://www.rrit.ac.in
C-16656,rsr rungta college of engineering & technology bhilai.,Chhattisgarh,https://www.rungtacolleges.com
C-43267,rtc institute of technology,Jharkhand,https://www.rtcit.ac.in
C-28549,"rudra institute of technology, nanpur, hapur",Uttar Pradesh,https://www.rudracollege.com
C-28958,"rudra institute of technology, nh-119, mawana khurd, meerut ph. 9897100201, 9415328178",Uttar Pradesh,https://www.ritmrt.in
C-16639,rungta college of engineering & technology kohka-kurud bhilai.,Chhattisgarh,https://www.rungta.ac.in
C-1372,"rural engineering college, hulkoti",Karnataka,https://www.rechulkoti.edu.in
C-36033,"""rustamji institute of technology, border security force (bsf) academy, tekanpur, gwalior 474005",Madhya Pradesh,https://rjit.ac.in
C-64135,rustamji institute of technology diploma,Madhya Pradesh,https://www.bsfpolycsmt.org
C-1269,"r v college of engineering, bangalore",Karnataka,https://www.rvce.edu.in
C-46059,"r.v. institute of technology, bijnor",Uttar Pradesh,https://www.rvit.ac.in
C-18030,"rv institute of technology, chebrolu, guntur district-522212 andhra pradesh.",Andhra Pradesh,https://www.rvit.edu.in
C-58222,"r.v. parankar college of engineering and technology, arvi",Maharashtra,https://www.rvparankar.in
C-32672,r.v.r. & j.c. college of engineering,Andhra Pradesh,https://www.rvrjcce.ac.in
C-60421,r.v.s. college of engineering,Tamil Nadu,https://www.rvseng.ac.in
C-36938,rvs college of engineering and technology,Tamil Nadu,https://www.rvscet.ac.in
C-43551,"r.v.s. college of engineering & technology, jamshedpur",Jharkhand,https://www.rvscet.com
C-46284,"sachdeva institute of technology, mathura",Uttar Pradesh,https://www.sitmathura.org
C-26792,"sacs mavmm engineering college, madurai",Tamil Nadu,https://www.sacsmec.in
C-43844,"sadguru swamy nithyananda institute of technology, kanhangad",Kerala,https://www.ssnitkhd.org
C-16463,s.a engineering college,Tamil Nadu,https://www.saec.ac.in
C-45127,"sahakar maharshi shankarrao mohite patil institute of technology and research, shankarnagar",Maharashtra,https://www.smsmpitr.edu.in
C-59283,saharsa college of engineering,Bihar,https://scesaharsa.org
C-8157,sahrdaya college of engineering & technology,Kerala,https://www.sahrdaya.ac.in
C-18152,"sai ganapathi engineering college for women, gidijala, anandapuram (m),  pin-531173 (cc-6f)",Andhra Pradesh,https://www.saiganapathi.com
C-11572,"saintgits college of engineering, kottukulam hills, pathamuttam p.o., kottayam 686532",Kerala,https://www.saintgits.org
C-26919,sai rajeswari institute of technology,Andhra Pradesh,https://www.srit.edu.in
C-19890,sai spurthi institute of technology,Telangana,https://www.saispurthi.ac.in
C-17975,sai tirumala nalabothu venkata rao engineering college,Andhra Pradesh,https://titsnrt.org
C-1235,"sai vidya institute of technology, bangalore",Karnataka,https://www.saividya.ac.in
C-74859,salasar balaji institute of technology,Rajasthan,https://SBITSIKAR.ORG
C-50518,sal college of engineering (113),Gujarat,https://www.sal.edu.in
C-37023,salem college of engineering and technology,Tamil Nadu,https://www.salemcollege.org
C-74982,"samajbhushan eknathrao dhakane college of engineering, shevgaon",Maharashtra,https://www.kgvp.co.in
C-31379,samarpit computer institute of technology bareli,Madhya Pradesh,https://NOTAVAILABLE.COM
C-1424,"sambhram institute of technology, bangalore",Karnataka,https://www.sambhramit.com
C-1293,"sampoorna institute of technology & research,ramanagar dist",Karnataka,https://www.sampoornainstitutions.org
C-35965,"""samrat ashok technological institute,civil lines, netaji subhash marg, vidisha """,Madhya Pradesh,https://www.satiengg.in
C-16510,sams college of engineering and technology,Tamil Nadu,https://www.samsengineering.org
C-19771,samskruti college of engineering & technology,Telangana,https://www.samskruti.ac.in
C-19941,sana engineering college,Telangana,https://www.sanaeng.in
C-41520,"sandip foundations sandip institute of technology & research centre, p.o.mahirawani, dist.nashik",Maharashtra,https://www.sandipfoundation.org
C-110,"sanjaybhai rajguru college of engineering,036",Gujarat,https://www.srez.edu.in
C-68529,"sanjay memorial institute of technology , smit",Odisha,https://www.pgcmssmit.org
C-30151,"sanjay memorial institute of technology (smit), berhampur",Odisha,https://www.smitorissa.org
C-11165,"sanjeevan engineering & technology institute, somwar peth,panhala,",Maharashtra,https://www.seti.edu.in
C-41474,"sanjivani college of engineering, at. sahajanandnagar, post. shingnapur, tal. kopargaon, dist. ahmednagar 423603",Maharashtra,https://www.sanjivanicoe.org.in
C-59614,sanjivani institute of technology,Chhattisgarh,https://www.sanjivaniinstitute.edu.in
C-381,"sankalchand patel college of engineering, visnagar",Gujarat,https://www.spcevng.ac.in
C-24283,sanketika vidya parishad engineering college,Andhra Pradesh,https://www.svpec.edu.in
C-42896,"sanmati college of engineering, sawargaon barade, washim",Maharashtra,https://www.sanmati.edu.in
C-60612,"sanskar college of engineering and technology, hapur",Uttar Pradesh,https://sanskareducationalgroup.ac.in/
C-63402,sanskriti institute of technology shahdol,Madhya Pradesh,https://www.sitinfotech.org
C-73092,sant eknath college of engineering nipani bhalgaon beed highway chha sambhajinagar    ,Maharashtra,http://www.secoengg.org/
C-48662,"sant gajanan maharaj college of engineering, kolhapur",Maharashtra,https://www.sgmcoe.in
C-26952,"santhiram engineering college, nandyal",Andhra Pradesh,https://www.srecnandyal.edu.in
C-75826,"sant singaji engineering college,sandalpur",Madhya Pradesh,https://www.ssec.ssism.org
C-36979,sapthagiri college of engineering,Tamil Nadu,https://www.sapthagirigroup.org
C-1359,"sapthagiri college of engineering, bangalore",Karnataka,https://www.sapthagiri.edu.in
C-25006,saranathan college of engineering,Tamil Nadu,https://www.saranathan.ac.in
C-16538,saraswathy college of engineering and technology,Tamil Nadu,https://www.saraswathycollegeofengg.com
C-46388,"saraswati institute of engineering and technology, hapur",Uttar Pradesh,https://www.sietgzb.ac.in
C-36150,"saraswati institute of engineering & technology, tripuri ward, sagda, jabalpur - 482003",Madhya Pradesh,https://www.sietgroup.org
C-50651,sardar patel college of engineering and technology,Gujarat,https://www.spec.edu.in
C-28787,"sardar patel institute of technology shikarpur, bulandshahr",Uttar Pradesh,https://www.spitedu.org
C-27030,sardar raja college of engineerings,Tamil Nadu,https://www.src.org.in
C-49624,sardar vallabhbhai patel institute of technology-530,Gujarat,https://www.svitvasad.ac.in
C-71069,sarojini institute of technology,Jharkhand,https://www.sitbundu.in
C-6181,sarojmohan institute of technology 168,West Bengal,https://www.smitgp.edu.in
C-6137,saroj mohan institute of technology 320,West Bengal,https://www.smitgp.edu.in
C-17862,"sarvajanik college of engineering & technology, faculty of architecture",Gujarat,https://www.scetarch.ac.in
C-244,"sarvajanik college of engineering & technology(sfi),(mca) surat",Gujarat,https://www.scet.ac.in
C-17929,"sasi institute of technology & engineering, kadakatla, tadepalligudem,  pin-534101(cc-k6)",Andhra Pradesh,https://www.sasi.ac.in
C-36935,sasurie college of engineering,Tamil Nadu,https://www.sasurieengg.com
C-28207,sat kabir institute of technology,Haryana,https://www.skitm.edu.in
C-28246,satya college of engineering & technology,Haryana,https://www.satyaedu.org
C-27096,satyam college of engineering and technology,Tamil Nadu,https://www.satyamedu.in
C-52362,satyam institute of engineering and technology,Punjab,https://www.satyaminstitute.org
C-30161,"satyasai engineering college (sec), balasore",Odisha,https://www.satyasaienggcollege.edu.in
C-48182,satyug darshan institute of engineering and technology,Haryana,https://www.satyug.edu.in
C-16590,saveetha engineering college,Tamil Nadu,https://www.saveetha.ac.in
C-44485,"sawai madhopur college of engineering and technology, sawai madhopur",Rajasthan,https://www.mjrpinstitutions.org
C-26796,"sbm college of engineering and technology, dindigul",Tamil Nadu,https://www.sbmenginneeringcollege.com
C-27048,scad college of engineering and technology,Tamil Nadu,https://www.scadengineering.ac.in
C-60545,"school of architecture, st.peters college of engineering and technology",Tamil Nadu,https://www.spcet.ac.in
C-16458,"school of engineering & technology (jitm), paralakhemundi",Odisha,https://-
C-19898,scient institute of technology,Telangana,https://www.scient.ac.in
C-36055,"""scope college of engineering, nh-12, hoshangabad road, village bhaironpur, misrod bhopal.-462026""",Madhya Pradesh,https://www.scopecollege.in
C-46083,"s.d.college of engineering and technology, muzaffarnagar",Uttar Pradesh,https://www.sdcetmzn.org
C-1392,"sdm institute of technology, ujire",Karnataka,https://sdmit.in
C-1268,"sea college of engineering & technology, bangalore",Karnataka,https://www.seacet.edu.in
C-6298,seacom engineering college 206,West Bengal,https://www.seacomengineering.org
C-30106,"seemanta engineering college (sec), mayurbhanj",Odisha,https://www.seemantaengg.ac.in
C-21319,seemant institute of technology (constituent college of uttarakhand technical university),Uttarakhand,https://www.sitp.ac.in
C-36966,sengunthar engineering college,Tamil Nadu,https://www.scteng.co.in
C-56062,"sershah engineering college, sasaram",Bihar,https://www.scesasaram.in/
C-73328,seshadripuarm institute of technology    ,Karnataka,https://sitmysore.ac.in/
